sentence,argument_head,predicate_head,role,label
"Various doctors , both foreign and American , are associated with Al Qaeda leaders or operatives , to include the doctors Abdul Qadoos Khan , a bacteriologist from Rawalpindi and Aafia Siddiqui , PhD , from Karachi .",1,9,AGENT,1
"Various doctors , both foreign and American , are associated with Al Qaeda leaders or operatives , to include the doctors Abdul Qadoos Khan , a bacteriologist from Rawalpindi and Aafia Siddiqui , PhD , from Karachi .",13,9,AGENT,0
"Various doctors , both foreign and American , are associated with Al Qaeda leaders or operatives , to include the doctors Abdul Qadoos Khan , a bacteriologist from Rawalpindi and Aafia Siddiqui , PhD , from Karachi .",20,18,AGENT,1
The Pakistani press reported that she was nabbed in Karachi after being spotted at the airport in late March or early April 2003 .,2,3,AGENT,1
The Pakistani press reported that she was nabbed in Karachi after being spotted at the airport in late March or early April 2003 .,5,7,AGENT,0
Aafia was on her way with her children to visit and uncle and a friend in Islamabad .,0,1,AGENT,1
Aafia was on her way with her children to visit and uncle and a friend in Islamabad .,4,1,AGENT,0
Aafia was on her way with her children to visit and uncle and a friend in Islamabad .,7,1,AGENT,0
Aafia was on her way with her children to visit and uncle and a friend in Islamabad .,11,9,AGENT,1
"The reports say she is suspected of having been a member of Al Qaeda 's "" Chemical Wire Group . """,1,2,AGENT,0
"The reports say she is suspected of having been a member of Al Qaeda 's "" Chemical Wire Group . """,3,5,AGENT,1
The family 's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station .,3,4,AGENT,1
The family 's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station .,5,4,AGENT,1
The family 's attorney advises me that Aafia had no knowledge of chemicals ( and that would not appear to be her training ) .,3,4,AGENT,1
The family 's attorney advises me that Aafia had no knowledge of chemicals ( and that would not appear to be her training ) .,5,4,AGENT,1
The family 's attorney advises me that Aafia had no knowledge of chemicals ( and that would not appear to be her training ) .,15,18,AGENT,0
A senior DOJ official reports that Adnan has experience as a commercial pilot .,3,4,AGENT,1
"He is said by one FBI agent to be "" very , very , very "" dangerous .",0,2,AGENT,0
"He is said by one FBI agent to be "" very , very , very "" dangerous .",6,2,AGENT,0
"In early June 2003 , a CIA report concluded that the reason for Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax .",2,8,AGENT,0
"In early June 2003 , a CIA report concluded that the reason for Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax .",7,8,AGENT,0
"In early June 2003 , a CIA report concluded that the reason for Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax .",32,30,AGENT,0
The hijacker Ahmed Alhaznawi appears to have contracted cutaneous anthrax in Afghanistan .,1,4,AGENT,1
The hijacker Ahmed Alhaznawi appears to have contracted cutaneous anthrax in Afghanistan .,9,7,AGENT,1
"The papers found at headquarters of the Mukhabarat , Iraq 's secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan .",1,14,AGENT,0
"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt , Saudi Arabia , Pakistan , Indonesia , and the Philippines interferes with the sovereignty of those countries .",2,5,AGENT,1
"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt , Saudi Arabia , Pakistan , Indonesia , and the Philippines interferes with the sovereignty of those countries .",10,26,AGENT,1
"According to a post she made on the internet , Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan .",3,12,AGENT,0
"According to a post she made on the internet , Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan .",11,12,AGENT,1
"According to a post she made on the internet , Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan .",15,12,AGENT,1
"According to a post she made on the internet , Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan .",17,12,AGENT,0
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",2,7,AGENT,0
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",5,7,AGENT,1
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",10,12,AGENT,1
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",15,12,AGENT,1
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",15,18,AGENT,0
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",20,18,AGENT,0
"In late September 2001 , it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists .",34,31,AGENT,0
"This extradition and imprisonment of Al Qaeda leaders , along with US support for Israel and the Mubarak government in Egypt , remains foremost in the mind of Dr. Zawahiri .",1,22,AGENT,1
Those appropriations pale in comparison to the many tens of billions in appropriations relating to the invasion of Iraq .,1,2,AGENT,1
Those appropriations pale in comparison to the many tens of billions in appropriations relating to the invasion of Iraq .,4,2,AGENT,0
Al Qaeda had a motive in mind .,1,2,AGENT,1
Al Qaeda had a motive in mind .,4,2,AGENT,1
Al Qaeda had a motive in mind .,6,2,AGENT,0
"In his Fall 2001 book titled Knights under the Banner of the Prophet , Zawahiri argued that the secular press was telling "" lies "" about the militant islamists -- to include the suggestion that the militant islamists were somehow the creation of the United States in connection with expelling the Russians from Afghanistan .",6,5,AGENT,1
"In his Fall 2001 book titled Knights under the Banner of the Prophet , Zawahiri argued that the secular press was telling "" lies "" about the militant islamists -- to include the suggestion that the militant islamists were somehow the creation of the United States in connection with expelling the Russians from Afghanistan .",4,15,AGENT,0
"In his Fall 2001 book titled Knights under the Banner of the Prophet , Zawahiri argued that the secular press was telling "" lies "" about the militant islamists -- to include the suggestion that the militant islamists were somehow the creation of the United States in connection with expelling the Russians from Afghanistan .",14,15,AGENT,1
